peptide,gene_id,treatment,timepoint,bio_rep,abundance
pep_0369,gene_074,ctrl,6h,6,50.854430579003406
pep_0369,gene_074,drug,0h,1,34.62101246955829
pep_0369,gene_074,drug,0h,2,86.30278007587825
pep_0369,gene_074,drug,0h,3,57.54859592179275
pep_0369,gene_074,drug,0h,4,104.57002648026342
pep_0369,gene_074,drug,0h,5,72.60240624751644
pep_0369,gene_074,drug,0h,6,100.58951928118738
pep_0369,gene_074,drug,24h,1,60.55751143312092
pep_0369,gene_074,drug,24h,2,72.19259823182917
pep_0369,gene_074,drug,24h,3,81.78672633671579
pep_0369,gene_074,drug,24h,4,84.91010749677982
pep_0369,gene_074,drug,24h,5,61.362928637987444
pep_0369,gene_074,drug,24h,6,82.12254475729063
pep_0369,gene_074,drug,6h,1,88.33882810469105
pep_0369,gene_074,drug,6h,2,109.246818800897
pep_0369,gene_074,drug,6h,3,43.60444673670301
pep_0369,gene_074,drug,6h,4,51.72987417480759
pep_0369,gene_074,drug,6h,5,117.8515054098809
pep_0369,gene_074,drug,6h,6,85.73689919861722
pep_0370,gene_074,ctrl,0h,1,54.04065260512313
pep_0370,gene_074,ctrl,0h,2,154.8054084530233
pep_0370,gene_074,ctrl,0h,3,74.48907381785604
pep_0370,gene_074,ctrl,0h,4,72.64106159265796
pep_0370,gene_074,ctrl,0h,5,71.19797098830736
pep_0370,gene_074,ctrl,0h,6,67.28002681749062
pep_0370,gene_074,ctrl,24h,1,90.1115900655762
pep_0370,gene_074,ctrl,24h,2,148.86570366761677
pep_0370,gene_074,ctrl,24h,3,96.73908277315725
pep_0370,gene_074,ctrl,24h,4,164.47775889064297
pep_0370,gene_074,ctrl,24h,5,77.18067206660632
pep_0370,gene_074,ctrl,24h,6,54.60694590870832
pep_0370,gene_074,ctrl,6h,1,74.1884688419852
pep_0370,gene_074,ctrl,6h,2,72.9062624989098
pep_0370,gene_074,ctrl,6h,3,55.57868850942804
pep_0370,gene_074,ctrl,6h,4,136.68701585939667
pep_0370,gene_074,ctrl,6h,5,111.2758714567789
pep_0370,gene_074,ctrl,6h,6,127.4357196006201
pep_0370,gene_074,drug,0h,1,80.78505159681492
pep_0370,gene_074,drug,0h,2,57.98545923380688
pep_0370,gene_074,drug,0h,3,164.55034408824233
pep_0370,gene_074,drug,0h,4,87.05623777557896
pep_0370,gene_074,drug,0h,5,147.25081755380882
pep_0370,gene_074,drug,0h,6,70.49256742226352
pep_0370,gene_074,drug,24h,1,122.24623994678038
pep_0370,gene_074,drug,24h,2,112.22233328184385
pep_0370,gene_074,drug,24h,3,87.4692231648499
pep_0370,gene_074,drug,24h,4,91.85895204122785
pep_0370,gene_074,drug,24h,5,185.73623651482305
pep_0370,gene_074,drug,24h,6,105.60053367932268
pep_0370,gene_074,drug,6h,1,61.185535328751236
pep_0370,gene_074,drug,6h,2,117.35980293627436
pep_0370,gene_074,drug,6h,3,95.78319726097322
pep_0370,gene_074,drug,6h,4,90.74875456139846
pep_0370,gene_074,drug,6h,5,86.23979338538031
pep_0370,gene_074,drug,6h,6,144.71080791690989
pep_0371,gene_075,ctrl,0h,1,180.63978398077234
pep_0371,gene_075,ctrl,0h,2,133.46242842863444
pep_0371,gene_075,ctrl,0h,3,92.5521408929624
pep_0371,gene_075,ctrl,0h,4,146.6910315444255
pep_0371,gene_075,ctrl,0h,5,183.25135695377801
pep_0371,gene_075,ctrl,0h,6,258.40246350203927
pep_0371,gene_075,ctrl,24h,1,138.92563899279185
pep_0371,gene_075,ctrl,24h,2,172.46069293021122
pep_0371,gene_075,ctrl,24h,3,201.71026721870183
pep_0371,gene_075,ctrl,24h,4,243.0304211178278
pep_0371,gene_075,ctrl,24h,5,74.41502213858435
pep_0371,gene_075,ctrl,24h,6,95.12921185696838
pep_0371,gene_075,ctrl,6h,1,204.88264234073938
pep_0371,gene_075,ctrl,6h,2,258.61556373981574
pep_0371,gene_075,ctrl,6h,3,213.7642597164373
pep_0371,gene_075,ctrl,6h,4,145.30028745965882
pep_0371,gene_075,ctrl,6h,5,167.22429792107906
pep_0371,gene_075,ctrl,6h,6,276.56003432035044
pep_0371,gene_075,drug,0h,1,278.16069350428444
pep_0371,gene_075,drug,0h,2,127.73824363214386
pep_0371,gene_075,drug,0h,3,140.06792585758984
pep_0371,gene_075,drug,0h,4,113.42752684447831
pep_0371,gene_075,drug,0h,5,122.44505963589107
pep_0371,gene_075,drug,0h,6,178.94162618803185
pep_0371,gene_075,drug,24h,1,182.97205566610796
pep_0371,gene_075,drug,24h,2,128.3828999706118
pep_0371,gene_075,drug,24h,3,183.9985197903278
pep_0371,gene_075,drug,24h,4,197.7469099427271
pep_0371,gene_075,drug,24h,5,170.55992747086574
pep_0371,gene_075,drug,24h,6,181.92568813178184
pep_0371,gene_075,drug,6h,1,200.5297808909384
pep_0371,gene_075,drug,6h,2,115.40000956670329
pep_0371,gene_075,drug,6h,3,275.0318682911465
pep_0371,gene_075,drug,6h,4,134.91496394381238
pep_0371,gene_075,drug,6h,5,121.84807322269992
pep_0371,gene_075,drug,6h,6,180.268558082216
pep_0372,gene_075,ctrl,0h,1,66.18705062126118
pep_0372,gene_075,ctrl,0h,2,76.9404332301773
pep_0372,gene_075,ctrl,0h,3,61.75364083714477
pep_0372,gene_075,ctrl,0h,4,48.182347601369
pep_0372,gene_075,ctrl,0h,5,62.36489285250173
pep_0372,gene_075,ctrl,0h,6,60.313190834364896
pep_0372,gene_075,ctrl,24h,1,91.28766774647487
pep_0372,gene_075,ctrl,24h,2,72.92615210417222
pep_0372,gene_075,ctrl,24h,3,38.21114118643913
pep_0372,gene_075,ctrl,24h,4,53.58948340701391
pep_0372,gene_075,ctrl,24h,5,71.40255074117667
pep_0372,gene_075,ctrl,24h,6,88.60195265444541
pep_0372,gene_075,ctrl,6h,1,48.48702252934634
pep_0372,gene_075,ctrl,6h,2,110.64040372056611
pep_0372,gene_075,ctrl,6h,3,53.56401850351578
pep_0372,gene_075,ctrl,6h,4,70.65008629980765
pep_0372,gene_075,ctrl,6h,5,65.8602345631123
pep_0372,gene_075,ctrl,6h,6,39.689152918428874
pep_0372,gene_075,drug,0h,1,75.60053613248485
pep_0372,gene_075,drug,0h,2,45.076447761146376
pep_0372,gene_075,drug,0h,3,74.57376026549257
pep_0372,gene_075,drug,0h,4,45.53325096901759
pep_0372,gene_075,drug,0h,5,39.57621377319983
pep_0372,gene_075,drug,0h,6,51.590238671269624
pep_0372,gene_075,drug,24h,1,120.23805687672936
pep_0372,gene_075,drug,24h,2,41.336817320037845
pep_0372,gene_075,drug,24h,3,74.97717188733631
pep_0372,gene_075,drug,24h,4,37.48245711443339
pep_0372,gene_075,drug,24h,5,35.51049156812383
pep_0372,gene_075,drug,24h,6,44.0089201698132
pep_0372,gene_075,drug,6h,1,57.21125851411305
pep_0372,gene_075,drug,6h,2,61.94939508700344
pep_0372,gene_075,drug,6h,3,51.18442630500194
pep_0372,gene_075,drug,6h,4,67.35925484362582
pep_0372,gene_075,drug,6h,5,50.696843554976496
pep_0372,gene_075,drug,6h,6,50.05048479274625
pep_0373,gene_075,ctrl,0h,1,85.02171336011133
pep_0373,gene_075,ctrl,0h,2,128.81511875220002
pep_0373,gene_075,ctrl,0h,3,64.61999917148151
pep_0373,gene_075,ctrl,0h,4,126.79551083850428
pep_0373,gene_075,ctrl,0h,5,145.41013265429902
pep_0373,gene_075,ctrl,0h,6,125.13073890522617
pep_0373,gene_075,ctrl,24h,1,88.5891604534816
pep_0373,gene_075,ctrl,24h,2,98.49437192714666
pep_0373,gene_075,ctrl,24h,3,164.3751871828509
pep_0373,gene_075,ctrl,24h,4,170.33942106212908
pep_0373,gene_075,ctrl,24h,5,125.76312473121536
pep_0373,gene_075,ctrl,24h,6,66.27950984694388
pep_0373,gene_075,ctrl,6h,1,197.61897390173934
pep_0373,gene_075,ctrl,6h,2,80.23477270040564
pep_0373,gene_075,ctrl,6h,3,94.42328264689797
pep_0373,gene_075,ctrl,6h,4,44.11888967706905
pep_0373,gene_075,ctrl,6h,5,79.18096707608086
pep_0373,gene_075,ctrl,6h,6,126.33747699765239
pep_0373,gene_075,drug,0h,1,122.1871028361746
pep_0373,gene_075,drug,0h,2,130.00140299665085
pep_0373,gene_075,drug,0h,3,142.65828575227954
pep_0373,gene_075,drug,0h,4,117.87735934879957
pep_0373,gene_075,drug,0h,5,74.13055963647797
pep_0373,gene_075,drug,0h,6,79.50742837012368
pep_0373,gene_075,drug,24h,1,61.61025274783995
pep_0373,gene_075,drug,24h,2,214.65365657827564
pep_0373,gene_075,drug,24h,3,129.2888366545508
pep_0373,gene_075,drug,24h,4,75.4479916135249
pep_0373,gene_075,drug,24h,5,137.58660220246
pep_0373,gene_075,drug,24h,6,196.5843222452013
pep_0373,gene_075,drug,6h,1,73.72558364347849
pep_0373,gene_075,drug,6h,2,92.27590215493434
pep_0373,gene_075,drug,6h,3,74.62205961428768
pep_0373,gene_075,drug,6h,4,102.3367554182505
pep_0373,gene_075,drug,6h,5,134.6888225977171
pep_0373,gene_075,drug,6h,6,94.41418824598908
pep_0374,gene_075,ctrl,0h,1,145.76828797002486
pep_0374,gene_075,ctrl,0h,2,72.66815336386954
pep_0374,gene_075,ctrl,0h,3,44.63316622239715
pep_0374,gene_075,ctrl,0h,4,75.6729265830633
pep_0374,gene_075,ctrl,0h,5,106.22020523555179
pep_0374,gene_075,ctrl,0h,6,89.60509634993274
pep_0374,gene_075,ctrl,24h,1,103.75262936755584
pep_0374,gene_075,ctrl,24h,2,115.5349528018714
pep_0374,gene_075,ctrl,24h,3,153.78103275247503
pep_0374,gene_075,ctrl,24h,4,110.25020453375224
pep_0374,gene_075,ctrl,24h,5,197.71131709659318
pep_0374,gene_075,ctrl,24h,6,32.57370181123784
pep_0374,gene_075,ctrl,6h,1,129.20475717795503
pep_0374,gene_075,ctrl,6h,2,133.67539114053204
pep_0374,gene_075,ctrl,6h,3,130.97095842708603
pep_0374,gene_075,ctrl,6h,4,153.99999560458434
pep_0374,gene_075,ctrl,6h,5,138.6588888748685
pep_0374,gene_075,ctrl,6h,6,95.80678387526004
pep_0374,gene_075,drug,0h,1,45.93555857499107
pep_0374,gene_075,drug,0h,2,115.8826502643066
pep_0374,gene_075,drug,0h,3,146.60741917559736
pep_0374,gene_075,drug,0h,4,144.18599105033795
pep_0374,gene_075,drug,0h,5,95.93395734695864
pep_0374,gene_075,drug,0h,6,89.82443971976123
pep_0374,gene_075,drug,24h,1,106.74012021310696
pep_0374,gene_075,drug,24h,2,160.3016283824292
pep_0374,gene_075,drug,24h,3,82.48289126147297
pep_0374,gene_075,drug,24h,4,58.83864435897011
pep_0374,gene_075,drug,24h,5,82.98168386125988
pep_0374,gene_075,drug,24h,6,186.5862683957837
pep_0374,gene_075,drug,6h,1,122.1333757018564
pep_0374,gene_075,drug,6h,2,124.70496588202921
pep_0374,gene_075,drug,6h,3,79.25068190406606
pep_0374,gene_075,drug,6h,4,69.15858011386739
pep_0374,gene_075,drug,6h,5,75.29423492148676
pep_0374,gene_075,drug,6h,6,50.612535150473825
pep_0375,gene_075,ctrl,0h,1,161.57737894319754
pep_0375,gene_075,ctrl,0h,2,65.8898214651558
pep_0375,gene_075,ctrl,0h,3,141.67599953658262
pep_0375,gene_075,ctrl,0h,4,98.23598098471986
pep_0375,gene_075,ctrl,0h,5,119.39947993435831
pep_0375,gene_075,ctrl,0h,6,141.07283115507948
pep_0375,gene_075,ctrl,24h,1,130.91508689039213
pep_0375,gene_075,ctrl,24h,2,165.54369930984996
pep_0375,gene_075,ctrl,24h,3,142.5908622482059
pep_0375,gene_075,ctrl,24h,4,180.95039965146674
pep_0375,gene_075,ctrl,24h,5,188.03960740405077
pep_0375,gene_075,ctrl,24h,6,220.78667021011537
pep_0375,gene_075,ctrl,6h,1,87.2552144957895
pep_0375,gene_075,ctrl,6h,2,119.9580600778206
pep_0375,gene_075,ctrl,6h,3,85.72057796529388
pep_0375,gene_075,ctrl,6h,4,160.8406224391735
pep_0375,gene_075,ctrl,6h,5,173.08818788211366
pep_0375,gene_075,ctrl,6h,6,235.09688096990013
pep_0375,gene_075,drug,0h,1,130.59762530532086
pep_0375,gene_075,drug,0h,2,169.1258240323484
pep_0375,gene_075,drug,0h,3,88.90738990860555
pep_0375,gene_075,drug,0h,4,197.12692221234673
pep_0375,gene_075,drug,0h,5,108.67396381570391
pep_0375,gene_075,drug,0h,6,147.13088976915995
pep_0375,gene_075,drug,24h,1,87.77093715202763
pep_0375,gene_075,drug,24h,2,124.03565877355256
pep_0375,gene_075,drug,24h,3,173.05763275647772
pep_0375,gene_075,drug,24h,4,167.39128743662192
pep_0375,gene_075,drug,24h,5,239.30575858495104
pep_0375,gene_075,drug,24h,6,116.93075562478138
pep_0375,gene_075,drug,6h,1,138.6758736245369
pep_0375,gene_075,drug,6h,2,192.61143986877002
pep_0375,gene_075,drug,6h,3,184.50482551415828
pep_0375,gene_075,drug,6h,4,249.21907105275005
pep_0375,gene_075,drug,6h,5,145.16918061287882
pep_0375,gene_075,drug,6h,6,120.40116358346485
pep_0376,gene_076,ctrl,0h,1,49.411264359896244
pep_0376,gene_076,ctrl,0h,2,27.307844370257605
pep_0376,gene_076,ctrl,0h,3,47.790442422797
pep_0376,gene_076,ctrl,0h,4,73.46245991579433
pep_0376,gene_076,ctrl,0h,5,15.3469179408349
pep_0376,gene_076,ctrl,0h,6,11.817060078119976
pep_0376,gene_076,ctrl,24h,1,64.15547472856761
pep_0376,gene_076,ctrl,24h,2,32.051899661157854
pep_0376,gene_076,ctrl,24h,3,93.41752801076547
pep_0376,gene_076,ctrl,24h,4,45.717252609142484
pep_0376,gene_076,ctrl,24h,5,21.886345111392643
pep_0376,gene_076,ctrl,24h,6,41.37765110035147
pep_0376,gene_076,ctrl,6h,1,56.519279067167496
pep_0376,gene_076,ctrl,6h,2,50.20135638910399
pep_0376,gene_076,ctrl,6h,3,65.1252211055801
pep_0376,gene_076,ctrl,6h,4,30.787813869336507
pep_0376,gene_076,ctrl,6h,5,82.39523758039869
pep_0376,gene_076,ctrl,6h,6,16.90487674393038
pep_0376,gene_076,drug,0h,1,29.05394235197762
pep_0376,gene_076,drug,0h,2,37.14006513949706
pep_0376,gene_076,drug,0h,3,23.836752577264974
pep_0376,gene_076,drug,0h,4,84.87094725994804
pep_0376,gene_076,drug,0h,5,43.81599988114082
pep_0376,gene_076,drug,0h,6,60.35287604210843
pep_0376,gene_076,drug,24h,1,62.57941021370675
pep_0376,gene_076,drug,24h,2,54.08433108978194
pep_0376,gene_076,drug,24h,3,101.74624758579272
pep_0376,gene_076,drug,24h,4,31.49858629046082
pep_0376,gene_076,drug,24h,5,22.7798264811439
pep_0376,gene_076,drug,24h,6,32.94813973780952
pep_0376,gene_076,drug,6h,1,26.852589464560946
pep_0376,gene_076,drug,6h,2,53.14931309508348
pep_0376,gene_076,drug,6h,3,61.58796675589887
pep_0376,gene_076,drug,6h,4,56.24225131543592
pep_0376,gene_076,drug,6h,5,31.43258224105751
pep_0376,gene_076,drug,6h,6,50.254741719993085
pep_0377,gene_076,ctrl,0h,1,149.6525725065304
pep_0377,gene_076,ctrl,0h,2,136.62684665209983
pep_0377,gene_076,ctrl,0h,3,157.63964961590463
pep_0377,gene_076,ctrl,0h,4,185.11127268663535
pep_0377,gene_076,ctrl,0h,5,82.0170541512375
pep_0377,gene_076,ctrl,0h,6,134.39158606474567
pep_0377,gene_076,ctrl,24h,1,138.25643596631338
pep_0377,gene_076,ctrl,24h,2,175.19539879632282
pep_0377,gene_076,ctrl,24h,3,136.8812631490567
pep_0377,gene_076,ctrl,24h,4,286.6959235795677
pep_0377,gene_076,ctrl,24h,5,139.10121169784995
pep_0377,gene_076,ctrl,24h,6,155.89115823614264
pep_0377,gene_076,ctrl,6h,1,121.34185957959775
pep_0377,gene_076,ctrl,6h,2,156.84727060991466
pep_0377,gene_076,ctrl,6h,3,119.54015983459277
pep_0377,gene_076,ctrl,6h,4,187.6043364991664
pep_0377,gene_076,ctrl,6h,5,182.25435722151437
pep_0377,gene_076,ctrl,6h,6,95.60611036826057
pep_0377,gene_076,drug,0h,1,163.89984604112607
pep_0377,gene_076,drug,0h,2,189.47816475278083
pep_0377,gene_076,drug,0h,3,97.82244986179136
pep_0377,gene_076,drug,0h,4,124.85564397383298
pep_0377,gene_076,drug,0h,5,153.2915901689453
pep_0377,gene_076,drug,0h,6,190.77931407629077
pep_0377,gene_076,drug,24h,1,190.10733332901148
pep_0377,gene_076,drug,24h,2,165.80245010518547
pep_0377,gene_076,drug,24h,3,210.0304063783206
pep_0377,gene_076,drug,24h,4,162.83903575619001
pep_0377,gene_076,drug,24h,5,211.13056229353327
pep_0377,gene_076,drug,24h,6,140.5238903069146
pep_0377,gene_076,drug,6h,1,150.67184608225776
pep_0377,gene_076,drug,6h,2,259.2094290891067
pep_0377,gene_076,drug,6h,3,60.421174662875536
pep_0377,gene_076,drug,6h,4,100.75986099966732
pep_0377,gene_076,drug,6h,5,89.95013955332595
pep_0377,gene_076,drug,6h,6,124.80787809223139
pep_0378,gene_076,ctrl,0h,1,20.137237076389265
pep_0378,gene_076,ctrl,0h,2,NA
pep_0378,gene_076,ctrl,0h,3,29.61566205055032
pep_0378,gene_076,ctrl,0h,4,40.014062644878685
pep_0378,gene_076,ctrl,0h,5,56.39540817051115
pep_0378,gene_076,ctrl,0h,6,52.84127273078302
pep_0378,gene_076,ctrl,24h,1,85.71610012422269
pep_0378,gene_076,ctrl,24h,2,51.463046596525146
pep_0378,gene_076,ctrl,24h,3,69.96037567501276
pep_0378,gene_076,ctrl,24h,4,70.61105784833015
pep_0378,gene_076,ctrl,24h,5,15.07899432869661
pep_0378,gene_076,ctrl,24h,6,37.20970178566093
pep_0378,gene_076,ctrl,6h,1,51.88832276439217
pep_0378,gene_076,ctrl,6h,2,70.08832263378882
pep_0378,gene_076,ctrl,6h,3,54.11814078966784
pep_0378,gene_076,ctrl,6h,4,9.186886974564425
pep_0378,gene_076,ctrl,6h,5,53.395540984512195
pep_0378,gene_076,ctrl,6h,6,91.917079791634
pep_0378,gene_076,drug,0h,1,50.78718537331155
pep_0378,gene_076,drug,0h,2,32.507564604132675
pep_0378,gene_076,drug,0h,3,67.46897228496792
pep_0378,gene_076,drug,0h,4,69.49717945608089
pep_0378,gene_076,drug,0h,5,22.400469447781216
pep_0378,gene_076,drug,0h,6,79.84433640155005
pep_0378,gene_076,drug,24h,1,37.432239452946106
pep_0378,gene_076,drug,24h,2,17.491051808233575
pep_0378,gene_076,drug,24h,3,50.82303623999688
pep_0378,gene_076,drug,24h,4,84.10491454920393
pep_0378,gene_076,drug,24h,5,38.60210107873372
pep_0378,gene_076,drug,24h,6,32.92270692698626
pep_0378,gene_076,drug,6h,1,105.42164106752527
pep_0378,gene_076,drug,6h,2,54.12184524944276
pep_0378,gene_076,drug,6h,3,53.26719769275892
pep_0378,gene_076,drug,6h,4,35.49075555729499
pep_0378,gene_076,drug,6h,5,46.13021847396924
pep_0378,gene_076,drug,6h,6,43.573695582964866
pep_0379,gene_076,ctrl,0h,1,83.36680507309505
pep_0379,gene_076,ctrl,0h,2,45.84992508231987
pep_0379,gene_076,ctrl,0h,3,44.21123657496452
pep_0379,gene_076,ctrl,0h,4,24.163845500936066
pep_0379,gene_076,ctrl,0h,5,43.80449866086503
pep_0379,gene_076,ctrl,0h,6,29.101327939550867
pep_0379,gene_076,ctrl,24h,1,41.421071173242254
pep_0379,gene_076,ctrl,24h,2,20.38144942543687
pep_0379,gene_076,ctrl,24h,3,21.053219151665875
pep_0379,gene_076,ctrl,24h,4,34.77261575108965
pep_0379,gene_076,ctrl,24h,5,40.09028019496057
pep_0379,gene_076,ctrl,24h,6,31.573953901252754
pep_0379,gene_076,ctrl,6h,1,17.40736646278361
pep_0379,gene_076,ctrl,6h,2,14.949045383116038
pep_0379,gene_076,ctrl,6h,3,44.31251561743343
pep_0379,gene_076,ctrl,6h,4,28.438443723661106
pep_0379,gene_076,ctrl,6h,5,27.263062277143
pep_0379,gene_076,ctrl,6h,6,45.22865361092116
pep_0379,gene_076,drug,0h,1,64.15766354347153
pep_0379,gene_076,drug,0h,2,35.544027173122984
pep_0379,gene_076,drug,0h,3,30.78797265910579
pep_0379,gene_076,drug,0h,4,59.171891555380675
pep_0379,gene_076,drug,0h,5,36.984578498344426
pep_0379,gene_076,drug,0h,6,111.11059903269626
pep_0379,gene_076,drug,24h,1,36.522155682895715
pep_0379,gene_076,drug,24h,2,40.07888693540219
pep_0379,gene_076,drug,24h,3,64.71623063590094
pep_0379,gene_076,drug,24h,4,42.936510718969686
pep_0379,gene_076,drug,24h,5,33.48085169124434
pep_0379,gene_076,drug,24h,6,11.998365119828438
pep_0379,gene_076,drug,6h,1,69.43954999231221
pep_0379,gene_076,drug,6h,2,60.17649766994929
pep_0379,gene_076,drug,6h,3,50.54547509008374
pep_0379,gene_076,drug,6h,4,50.34295176513618
pep_0379,gene_076,drug,6h,5,58.95964686548679
pep_0379,gene_076,drug,6h,6,20.785598889330544
pep_0380,gene_076,ctrl,0h,1,77.52766890962656
pep_0380,gene_076,ctrl,0h,2,172.16226085154048
pep_0380,gene_076,ctrl,0h,3,96.71304967805293
pep_0380,gene_076,ctrl,0h,4,85.99048394637147
pep_0380,gene_076,ctrl,0h,5,87.8489033273012
pep_0380,gene_076,ctrl,0h,6,40.26532458109127
pep_0380,gene_076,ctrl,24h,1,50.057125929593845
pep_0380,gene_076,ctrl,24h,2,39.72008924484854
pep_0380,gene_076,ctrl,24h,3,72.82133409801403
pep_0380,gene_076,ctrl,24h,4,44.42845658526666
pep_0380,gene_076,ctrl,24h,5,12.640775492561437
pep_0380,gene_076,ctrl,24h,6,58.530314757007986
pep_0380,gene_076,ctrl,6h,1,68.40085908762286
pep_0380,gene_076,ctrl,6h,2,66.10897977844954
pep_0380,gene_076,ctrl,6h,3,84.65187417156612
pep_0380,gene_076,ctrl,6h,4,92.31093396913447
pep_0380,gene_076,ctrl,6h,5,164.37195327886232
pep_0380,gene_076,ctrl,6h,6,70.24078783595449
pep_0380,gene_076,drug,0h,1,76.70653670778977
pep_0380,gene_076,drug,0h,2,125.61445933520992
pep_0380,gene_076,drug,0h,3,67.0986349505425
pep_0380,gene_076,drug,0h,4,91.72100229923207
pep_0380,gene_076,drug,0h,5,95.54644745610459
pep_0380,gene_076,drug,0h,6,34.543585960281426
pep_0380,gene_076,drug,24h,1,55.23542537121749
pep_0380,gene_076,drug,24h,2,75.54575696490433
pep_0380,gene_076,drug,24h,3,43.91660594622765
pep_0380,gene_076,drug,24h,4,70.99873133462883
pep_0380,gene_076,drug,24h,5,35.957760001702646
pep_0380,gene_076,drug,24h,6,50.16963233137294
pep_0380,gene_076,drug,6h,1,34.510060573526864
pep_0380,gene_076,drug,6h,2,34.150790200951526
pep_0380,gene_076,drug,6h,3,37.56560093200136
pep_0380,gene_076,drug,6h,4,38.18095682950742
pep_0380,gene_076,drug,6h,5,57.819734704515035
pep_0380,gene_076,drug,6h,6,119.44944390002489
pep_0381,gene_077,ctrl,0h,1,43.42714932702306
pep_0381,gene_077,ctrl,0h,2,81.66907507384781
pep_0381,gene_077,ctrl,0h,3,114.49103112033696
pep_0381,gene_077,ctrl,0h,4,90.32856583520173
pep_0381,gene_077,ctrl,0h,5,103.79015396828912
pep_0381,gene_077,ctrl,0h,6,67.82310398190256
pep_0381,gene_077,ctrl,24h,1,57.812843380681166
pep_0381,gene_077,ctrl,24h,2,65.74145834680449
pep_0381,gene_077,ctrl,24h,3,98.08207960883193
pep_0381,gene_077,ctrl,24h,4,72.16206491476721
pep_0381,gene_077,ctrl,24h,5,63.95683702342624
pep_0381,gene_077,ctrl,24h,6,98.63883333611946
pep_0381,gene_077,ctrl,6h,1,34.84896119971341
pep_0381,gene_077,ctrl,6h,2,91.78364156132243
pep_0381,gene_077,ctrl,6h,3,40.11973337952223
pep_0381,gene_077,ctrl,6h,4,102.40935843762689
pep_0381,gene_077,ctrl,6h,5,51.79018514205326
pep_0381,gene_077,ctrl,6h,6,87.16023258722106
pep_0381,gene_077,drug,0h,1,68.5493954691141
pep_0381,gene_077,drug,0h,2,68.3850202024696
pep_0381,gene_077,drug,0h,3,130.49629478966276
pep_0381,gene_077,drug,0h,4,36.42707493047254
pep_0381,gene_077,drug,0h,5,56.18680063234497
pep_0381,gene_077,drug,0h,6,38.19132122849458
pep_0381,gene_077,drug,24h,1,75.15038504594722
pep_0381,gene_077,drug,24h,2,51.48565214211505
pep_0381,gene_077,drug,24h,3,107.6495366055242
pep_0381,gene_077,drug,24h,4,76.11139074034848
pep_0381,gene_077,drug,24h,5,101.92704806662027
pep_0381,gene_077,drug,24h,6,108.64937746489433
pep_0381,gene_077,drug,6h,1,133.21189911100444
pep_0381,gene_077,drug,6h,2,96.77159931641755
pep_0381,gene_077,drug,6h,3,98.0694551912683
pep_0381,gene_077,drug,6h,4,69.73615657971231
pep_0381,gene_077,drug,6h,5,120.37445977517133
pep_0381,gene_077,drug,6h,6,135.34237944794438
pep_0382,gene_077,ctrl,0h,1,84.8462058887153
pep_0382,gene_077,ctrl,0h,2,94.29131963800515
pep_0382,gene_077,ctrl,0h,3,72.55494318256271
pep_0382,gene_077,ctrl,0h,4,82.20008747440166
pep_0382,gene_077,ctrl,0h,5,108.34066638220843
pep_0382,gene_077,ctrl,0h,6,64.55377493537522
pep_0382,gene_077,ctrl,24h,1,75.92092025054534
pep_0382,gene_077,ctrl,24h,2,98.43348281046008
pep_0382,gene_077,ctrl,24h,3,164.74448690201928
pep_0382,gene_077,ctrl,24h,4,60.736502143407904
pep_0382,gene_077,ctrl,24h,5,48.80009619373358
pep_0382,gene_077,ctrl,24h,6,84.88420136210132
pep_0382,gene_077,ctrl,6h,1,84.71271684497013
pep_0382,gene_077,ctrl,6h,2,77.58017795556458
pep_0382,gene_077,ctrl,6h,3,47.430863298112875
pep_0382,gene_077,ctrl,6h,4,138.3427401270293
pep_0382,gene_077,ctrl,6h,5,137.96433858149126
pep_0382,gene_077,ctrl,6h,6,108.78266849753163
pep_0382,gene_077,drug,0h,1,79.01224765877912
pep_0382,gene_077,drug,0h,2,114.65831471925178
pep_0382,gene_077,drug,0h,3,53.23895536218761
pep_0382,gene_077,drug,0h,4,126.31217248086882
pep_0382,gene_077,drug,0h,5,69.90519845309035
pep_0382,gene_077,drug,0h,6,80.16078727342844
pep_0382,gene_077,drug,24h,1,22.82892962032853
pep_0382,gene_077,drug,24h,2,195.91037702571654
pep_0382,gene_077,drug,24h,3,104.80506289055576
pep_0382,gene_077,drug,24h,4,180.4176673542333
pep_0382,gene_077,drug,24h,5,73.6290041423901
pep_0382,gene_077,drug,24h,6,125.29820898216647
pep_0382,gene_077,drug,6h,1,129.16078570703883
pep_0382,gene_077,drug,6h,2,76.2075301777379
pep_0382,gene_077,drug,6h,3,143.24875328167417
pep_0382,gene_077,drug,6h,4,93.31561817222872
pep_0382,gene_077,drug,6h,5,73.54540355690838
pep_0382,gene_077,drug,6h,6,84.93449322716654
pep_0383,gene_077,ctrl,0h,1,65.11726062079936
pep_0383,gene_077,ctrl,0h,2,68.37559904434818
pep_0383,gene_077,ctrl,0h,3,93.67864581850671
pep_0383,gene_077,ctrl,0h,4,55.06250613419585
pep_0383,gene_077,ctrl,0h,5,63.3348849523836
pep_0383,gene_077,ctrl,0h,6,31.594361453390423
pep_0383,gene_077,ctrl,24h,1,58.40433149676686
pep_0383,gene_077,ctrl,24h,2,46.99304917086875
pep_0383,gene_077,ctrl,24h,3,58.07156020543457
pep_0383,gene_077,ctrl,24h,4,34.28147736441444
pep_0383,gene_077,ctrl,24h,5,103.28903011069335
pep_0383,gene_077,ctrl,24h,6,76.92459442611054
